journal|year|author|repec
American Economic Review|2012|Yuriy Gorodnichenko|pgo175
American Economic Review|2012|Enrique G. Mendoza|pme30
American Economic Review|2012|Linda L. Tesar|pte111
American Economic Review|2012|Sebastian Kube|pku87
American Economic Review|2012|Michel Andre Marechal|pma642
American Economic Review|2012|Clemens Puppe|ppu103
American Economic Review|2012|Eric T. Swanson|psw16
American Economic Review|2012|Simon Gilchrist|pgi28
American Economic Review|2012|Egon Zakrajsek|pza207
American Economic Review|2012|Pascal Michaillat|pmi432
American Economic Review|2012|Jason Abrevaya|pab39
American Economic Review|2012|Laura Puzzello|ppu73
American Economic Review|2012|Mariagiovanna Baccara|pba110
American Economic Review|2012|Ayse Imrohoroglu|pim5
American Economic Review|2012|Alistair J. Wilson|pwi196
American Economic Review|2012|Leeat Yariv|none
American Economic Review|2012|Gadi Barlevy|pba129
American Economic Review|2012|Derek Neal|pne138
American Economic Review|2012|Ran Abramitzky|pab108
American Economic Review|2012|Leah Platt Boustan|pbo332
American Economic Review|2012|Katherine Eriksson|per213
American Economic Review|2012|Matthew O. Jackson|pja7
American Economic Review|2012|Tomas Rodriguez-Barraquer|pro1034
American Economic Review|2012|Xu Tan|pro1034
American Economic Review|2012|Patrick Bajari|none
American Economic Review|2012|Jane Cooley Fruehwirth|pfr281
American Economic Review|2012|Kyoo il Kim|pki456
American Economic Review|2012|Christopher Timmins|none
American Economic Review|2012|Gordon B. Dahl|pda455
American Economic Review|2012|Lance Lochner|plo31
American Economic Review|2012|Doh-Shin Jeon|pje101
American Economic Review|2012|Domenico Menicucci|pme217
American Economic Review|2012|Veronica Guerrieri|pgu220
American Economic Review|2012|Peter Kondor|pko157
American Economic Review|2012|Judd B. Kessler|none
American Economic Review|2012|Alvin E. Roth|pro40
American Economic Review|2012|Scott A. Imberman|pim24
American Economic Review|2012|Adriana D. Kugler|pku361
American Economic Review|2012|Bruce I. Sacerdote|psa934
American Economic Review|2012|Daniel J. Benjamin|pbe959
American Economic Review|2012|Ori Heffetz|phe566
American Economic Review|2012|Miles S. Kimball|pki97
American Economic Review|2012|Alex Rees-Jones|pre490
American Economic Review|2012|Keyu Jin|pji92
American Economic Review|2012|Jean-Francois Houde|pho323
American Economic Review|2012|Daisuke Nakajima|pna138
American Economic Review|2012|Erkut Y. Ozbay|poz17
American Economic Review|2012|Nicola Lacetera|pla61
American Economic Review|2012|Devin G. Pope|none
American Economic Review|2012|Justin R. Sydnor|none
American Economic Review|2012|Eric Budish|none
American Economic Review|2012|Estelle Cantillon|pca359
American Economic Review|2012|Fernando Alvarez|pal356
American Economic Review|2012|Luigi Guiso|pgu58
American Economic Review|2012|Francesco Lippi|pli62
American Economic Review|2012|Gabriel Jimenez|pji212
American Economic Review|2012|Jose-Luis Peydro|ppe481
American Economic Review|2012|Jesus Saurina|psa1535
American Economic Review|2012|Matilde Bombardini|pbo257
American Economic Review|2012|Giovanni Gallipoli|pga277
American Economic Review|2012|German Pupato|ppu99
American Economic Review|2012|Thomas Eichner|none
American Economic Review|2012|Marco Runkel|pru127
American Economic Review|2012|Gary Charness|pch205
American Economic Review|2012|Ramon Cobo-Reyes|pco197
American Economic Review|2012|Ramon Cobo-Reyes|pco197
American Economic Review|2012|Natalia Jimenez|none
American Economic Review|2012|Juan A. Lacomba|pla196
American Economic Review|2012|Francisco Lagos|pla187
American Economic Review|2012|Thomas Chaney|pch504
American Economic Review|2012|David Sraer|psr34
American Economic Review|2012|David Thesmar|pth258
American Economic Review|2012|Pietro Ortoleva|none
American Economic Review|2012|Jan De Loecker|pde165
American Economic Review|2012|Frederic Warzynski|pwa400
American Economic Review|2012|Bart J. Bronnenberg|pbr235
American Economic Review|2012|Jean-Pierre H. Dube|none
American Economic Review|2012|Matthew Gentzkow|pge43
American Economic Review|2012|Giuseppe Moscarini|pmo86
American Economic Review|2012|Fabien Postel-Vinay|ppo9
American Economic Review|2012|Francisco J. Buera|pbu242
American Economic Review|2012|Joseph P. Kaboski|pka175
American Economic Review|2012|Stephen D. Williamson|pwi12
American Economic Review|2012|Liran Einav|none
American Economic Review|2012|Amy Finkelstein|pfi264
American Economic Review|2012|Iuliana Pascu|none
American Economic Review|2012|Mark R. Cullen|none
American Economic Review|2012|Jonathan D. Ketcham|none
American Economic Review|2012|Claudio Lucarelli|none
American Economic Review|2012|M. Christopher Roebuck|none
American Economic Review|2012|Satyajit Chatterjee|pch34
American Economic Review|2012|Burcu Eyigungor|pey6
American Economic Review|2012|Doireann Fitzgerald|pfi76
American Economic Review|2012|Francois Gourio|pgo158
American Economic Review|2012|David Rahman|pra219
American Economic Review|2012|Mark Bils|pbi148
American Economic Review|2012|Mark Bils|pbi148
American Economic Review|2012|Peter J. Klenow|pkl2
American Economic Review|2012|Benjamin A. Malin|pma830
American Economic Review|2012|Toshiaki Iizuka|none
American Economic Review|2012|YiLi Chien|pch650
American Economic Review|2012|Harold Cole|pco70
American Economic Review|2012|Hanno Lustig|plu17
American Economic Review|2012|Sandeep Baliga|pba88
American Economic Review|2012|Tomas Sjostrom|psj10
American Economic Review|2012|Xavier Gine|pgi131
American Economic Review|2012|Jessica Goldberg|pgo591
American Economic Review|2012|Dean Yang|pya75
American Economic Review|2012|Babur De Los Santos|pde472
American Economic Review|2012|Ali Hortacsu|pho408
American Economic Review|2012|Matthijs R. Wildenbeest|pwi126
American Economic Review|2012|David Card|pca271
American Economic Review|2012|Alexandre Mas|pma2363
American Economic Review|2012|Enrico Moretti|pmo392
American Economic Review|2012|Emmanuel Saez|psa117
American Economic Review|2012|Efraim Benmelech|pbe459
American Economic Review|2012|Nittai K. Bergman|none
American Economic Review|2012|Alberto Martin|pma513
American Economic Review|2012|Jaume Ventura|pve110
American Economic Review|2012|David Y. Albouy|pal128
American Economic Review|2012|Daron Acemoglu|pac16
American Economic Review|2012|Simon Johnson|pjo44
American Economic Review|2012|James A. Robinson|pro179
American Economic Review|2012|Daniel Aaronson|paa13
American Economic Review|2012|Sumit Agarwal|pag47
American Economic Review|2012|Eric French|pfr203
American Economic Review|2012|Pol AntrÃ s|pan181
American Economic Review|2012|Robert W. Staiger|pst85
American Economic Review|2012|Jonah E. Rockoff|none
American Economic Review|2012|Douglas O. Staiger|pst466
American Economic Review|2012|Thomas J. Kane|none
American Economic Review|2012|Eric S. Taylor|none
American Economic Review|2012|M. Kate Bundorf|none
American Economic Review|2012|Jonathan Levin|ple318
American Economic Review|2012|Neale Mahoney|none
American Economic Review|2012|Susan E. Woodward|none
American Economic Review|2012|Robert E. Hall|pha128
American Economic Review|2012|Emi Nakamura|pna121
American Economic Review|2012|JÃ³n Steinsson|pst155
American Economic Review|2012|Attila Ambrus|none
American Economic Review|2012|Ben Greiner|pgr43
American Economic Review|2012|James Andreoni|pan31
American Economic Review|2012|Charles Sprenger|psp176
American Economic Review|2012|James Andreoni|pan31
American Economic Review|2012|Charles Sprenger|psp176
American Economic Review|2012|Laurens Cherchye|pch127
American Economic Review|2012|Bram De Rock|pde305
American Economic Review|2012|Frederic Vermeulen|pve33
American Economic Review|2012|Irene Brambilla|pbr313
American Economic Review|2012|Daniel Lederman|ple321
American Economic Review|2012|Guido Porto|ppo196
American Economic Review|2012|JÃ³zsef SÃ¡kovics|none
American Economic Review|2012|Jakub Steiner|pst165
American Economic Review|2012|Zhijun Chen|pch346
American Economic Review|2012|Patrick Rey|pre34
American Economic Review|2012|Audra J. Bowlus|pbo291
American Economic Review|2012|Chris Robinson|pro346
American Economic Review|2012|Michael Faye|none
American Economic Review|2012|Paul Niehaus|pni384
American Economic Review|2012|Mark M. Pitt|ppi1
American Economic Review|2012|Mark R. Rosenzweig|pro558
American Economic Review|2012|Mohammad Nazmul Hassan|none
American Economic Review|2012|Ayala Arad|pru8
American Economic Review|2012|Ariel Rubinstein|pru8
American Economic Review|2012|Lori Beaman|pbe525
American Economic Review|2012|Jeremy Magruder|pma1755
American Economic Review|2012|Maria Guadalupe|pgu118
American Economic Review|2012|Olga Kuzmina|pku308
American Economic Review|2012|Catherine Thomas|none
American Economic Review|2012|Eric S. Taylor|none
American Economic Review|2012|John H. Tyler|pty2
American Economic Review|2012|Joshua Graff Zivin|pgr314
American Economic Review|2012|Matthew Neidell|pne362
American Economic Review|2012|Philippe Bacchetta|pba111
American Economic Review|2012|CÃ©dric Tille|pti5
American Economic Review|2012|Eric van Wincoop|pva387
American Economic Review|2012|Jay H. Hong|pho103
American Economic Review|2012|JosÃ©-VÃ­ctor RÃ­os-Rull|none
American Economic Review|2012|Jordi Blanes i Vidal|none
American Economic Review|2012|Mirko Draca|pdr157
American Economic Review|2012|Christian Fons-Rosen|pfo194
American Economic Review|2012|Anthony C. Fisher|none
American Economic Review|2012|W. Michael Hanemann|pha1102
American Economic Review|2012|Michael J. Roberts|pro207
American Economic Review|2012|Wolfram Schlenker|psc210
American Economic Review|2012|Olivier DeschÃªnes|none
American Economic Review|2012|Michael Greenstone|pgr38
American Economic Review|2012|Hannes Mueller|pmu156
American Economic Review|2013|Quamrul Ashraf|pas40
American Economic Review|2013|Oded Galor|pga46
American Economic Review|2013|Yeon-Koo Che|pch91
American Economic Review|2013|Wouter Dessein|pde847
American Economic Review|2013|Navin Kartik|pka189
American Economic Review|2013|Parag A. Pathak|ppa503
American Economic Review|2013|Tayfun Sönmez|psi57
American Economic Review|2013|Suresh Naidu|none
American Economic Review|2013|Noam Yuchtman|pyu185
American Economic Review|2013|Matthew Grennan|pgr670
American Economic Review|2013|Liran Einav|none
American Economic Review|2013|Amy Finkelstein|pfi264
American Economic Review|2013|Stephen P. Ryan|pry32
American Economic Review|2013|Paul Schrimpf|none
American Economic Review|2013|Mark R. Cullen|none
American Economic Review|2013|Meghan R. Busse|none
American Economic Review|2013|Christopher R. Knittel|pkn5
American Economic Review|2013|Florian Zettelmeyer|none
American Economic Review|2013|Michael Frakes|none
American Economic Review|2013|Philippe Aghion|pag175
American Economic Review|2013|John Van Reenen|pva45
American Economic Review|2013|Luigi Zingales|pzi101
American Economic Review|2013|Eric Bartelsman|pba253
American Economic Review|2013|John Haltiwanger|pha231
American Economic Review|2013|Stefano Scarpetta|psc30
American Economic Review|2013|Stefan Buehler|pbu81
American Economic Review|2013|Dennis L. Gärtner|pgr221
American Economic Review|2013|Antonio Cabrales|pca5
American Economic Review|2013|Olivier Gossner|pgo39
American Economic Review|2013|Roberto Serrano|pse18
American Economic Review|2013|Miklós Koren|pko6
American Economic Review|2013|Silvana Tenreyro|pte171
American Economic Review|2013|J. Michelle Brock|pbr493
American Economic Review|2013|Andreas Lange|pla289
American Economic Review|2013|Erkut Y. Ozbay|poz17
American Economic Review|2013|Geoffrey R. Dunbar|pdu337
American Economic Review|2013|Arthur Lewbel|ple43
American Economic Review|2013|Krishna Pendakur|ppe241
American Economic Review|2013|Raquel Fernández|pfe17
American Economic Review|2013|Christopher Cotton|pco210
American Economic Review|2013|Matthias Sutter|psu6
American Economic Review|2013|Martin G. Kocher|pko29
American Economic Review|2013|Daniela Glätzle-Rützler|pgl77
American Economic Review|2013|Stefan T. Trautmann|ptr169
American Economic Review|2013|Rajna Gibson|none
American Economic Review|2013|Carmen Tanner|none
American Economic Review|2013|Alexander F. Wagner|pwa151
American Economic Review|2013|Rafael Di Tella|pdi128
American Economic Review|2013|Juan Dubra|pdu45
American Economic Review|2013|Alberto Alesina|pal207
American Economic Review|2013|George-Marios Angeletos|pan143
American Economic Review|2013|Guido Cozzi|pco350
American Economic Review|2013|Christopher A. Sims|psi12
American Economic Review|2013|Eric Budish|none
American Economic Review|2013|Yeon-Koo Che|pch91
American Economic Review|2013|Fuhito Kojima|none
American Economic Review|2013|Paul Milgrom|pmi34
American Economic Review|2013|Kei Kawai|pka736
American Economic Review|2013|Yasutora Watanabe|pwa155
American Economic Review|2013|M. Keith Chen|none
American Economic Review|2013|Zhiguo He|phe657
American Economic Review|2013|Arvind Krishnamurthy|none
American Economic Review|2013|Marcus Hagedorn|pha949
American Economic Review|2013|Iourii Manovskii|pma158
American Economic Review|2013|Emily Oster|pos39
American Economic Review|2013|Ira Shoulson|none
American Economic Review|2013|E. Ray Dorsey|none
American Economic Review|2013|Katja Seim|none
American Economic Review|2013|Joel Waldfogel|pwa46
